,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
8081,202308,PE,CONSULTORA,MASIVO,3356_3513_3364_3364,1,INDIVIDUAL,200108182,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB SIGNATU SKY PARF MINI 10ML,62.0,24.8,1.0,84.08,0.6,0.6,2.9e-05,SIGNATURE SKY,CABALLEROS,LIQUIDACIÓN,202209.0
8086,202217,PE,CONSULTORA,MASIVO,1441_1558_350917_350917,999,VOLUMEN,200109198,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,40,HUMECTANTES,0,0,LB CONCE TO HIDRAGEL 50G,146.0,49.95,2.0,10836.48,0.657877,0.657877,0.001793,CONCENTRE TOTAL,PARA ROSTRO,ACTIVO,202209.0
8087,202307,PE,CONSULTORA,MASIVO,3501_3662_393513_393513,2,SET,200094901,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,LB MASCARA HYPERVOLUME 9G,69.0,20.57,1.0,5351.03,0.701884,0.701869,0.002224,L'BEL,PARA OJOS,A DESCONTINUAR CONGELADO,201905.0
8090,202216,PE,CONSULTORA,MASIVO,1183_1303_344300_344300,999,VOLUMEN,200112473,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB LIVE GOL PARFUM EDL 100ML,150.0,40.86,5.0,15236.29,0.7276,0.741377,0.003203,LIVE GOL,MASCULINO,LIQUIDACIÓN,202216.0
8094,202307,PE,CONSULTORA,MASIVO,3513_3674_393525_393525,2,SET,200051475,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,LB BRISES DE VIE AQUA 100ML,132.0,39.51,1.0,2511.01,0.700682,0.710112,0.000543,BRISES DE VIE AQUA,FAMILIAR BAÑO,INACTIVO,201401.0
8097,202313,PE,CONSULTORA,MASIVO,1065_1097_14507_14507,999,VOLUMEN,200099199,10,COSMETICOS,A,LBEL,FRAGANCIAS,12,MUESTRAS COSMETICOS,1,COLONIA Y O EAU DE TOILETE,0,0,LB BLEU SUPREME PARF PROB 2 ML,1.9,1.5,1.0,3.81,0.210526,0.210526,2.2e-05,BLEU SUPREME,FRAGANCIAS,A DESCONTINUAR BAJO ANALI,202104.0
8106,202210,PE,CONSULTORA,MASIVO,1150_1245_311718_311718,999,VOLUMEN,200060272,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB LIGNE EXP RECONS AC 250ML,42.0,19.9,1.0,994.74,0.52619,0.52619,0.000456,LIGNE EXPERTE,ACONDICIONADORES,INACTIVO,201401.0
8110,202312,PE,CONSULTORA,MASIVO,1117_1160_10230_10230,2,SET,200051254,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB BLEU INTENSE MINI 10ML,68.0,24.56,1.0,6055.78,0.638824,0.640254,0.002091,BLEU INTENSE,CABALLEROS,INACTIVO,201513.0
8111,202308,PE,CONSULTORA,MASIVO,4197_4844_4786_4786,999,VOLUMEN,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,158.0,56.9,2.0,482.2,0.639873,0.639873,7.3e-05,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
8115,202316,PE,CONSULTORA,MASIVO,1273_1398_26718_26718,999,VOLUMEN,200107822,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB EXPERTÉ AC DAÑOS 200 ML,46.0,16.47,4.0,1577.41,0.641957,0.641957,0.000799,EXPERTÉ,ACONDICIONADORES,ACTIVO,202302.0
8117,202210,PE,CONSULTORA,MASIVO,3024_3141_313652_313652,1,INDIVIDUAL,200088010,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB ESCAPADE SAMOA 50ML,164.0,39.9,1.0,10177.04,0.756707,0.756707,0.002327,ESCAPADE SAMOA/PARADISE NASSAU,DAMAS,LIQUIDACIÓN,202102.0
8119,202218,PE,CONSULTORA,MASIVO,1355_1630_355981_355981,999,VOLUMEN,200012707,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB LIASSON 50ML,196.0,45.58,2.0,4712.26,0.767449,0.738647,0.000886,LIASSON / FIANCEE,DAMAS,Inactivo,
8121,202308,PE,CONSULTORA,MASIVO,1440_1568_1419_1419,999,VOLUMEN,200109472,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO CR NUT PM 50+ 50G,190.0,64.95,2.0,9136.7,0.658158,0.658158,0.001213,CONCENTRE TOTAL,PARA ROSTRO,ANTES DE APARECER (NUEVO),202512.0
8139,202314,PE,CONSULTORA,MASIVO,2702_3167_20689_20689,2,SET,200113540,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE FPS100 70ML,118.0,39.9,1.0,1927.18,0.661864,0.691237,0.000421,DEFENSE TOTAL,CUERPO,ANTES DE APARECER (NUEVO),201401.0
8140,202303,PE,CONSULTORA,MASIVO,1210_1277_370086_370086,999,VOLUMEN,200105335,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB LIVE POLO PARFUM 100 ML,160.0,48.3,1.0,2496.73,0.698125,0.698125,0.000452,LIVE POLO,MASCULINO,ACTIVO,202115.0
8142,202317,PE,CONSULTORA,MASIVO,2633_2860_32470_32470,2,SET,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,86.0,27.19,1.0,10321.96,0.683837,0.683803,0.00307,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
8150,202308,PE,CONSULTORA,MASIVO,4158_4346_4288_4288,999,VOLUMEN,200099538,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB CHIC 50ML,205.0,89.9,1.0,304.76,0.561463,0.561463,2.9e-05,CHIC,DAMAS,ACTIVO,202103.0
8160,202309,PE,CONSULTORA,MASIVO,1080_1139_401559_401559,2,SET,200102421,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB MON LBEL RUBI PARFUM 40ML,208.0,75.29,1.0,6444.79,0.638029,0.638043,0.000773,MON L'BEL RUBI,FEMENINO,ANTES DE APARECER (NUEVO),202510.0
8166,202315,PE,CONSULTORA,MASIVO,1135_1224_22732_22732,999,VOLUMEN,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,168.0,46.66,6.0,23644.27,0.722262,0.747083,0.00454,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
8170,202305,PE,CONSULTORA,MASIVO,1500_1989_379990_379990,999,VOLUMEN,200012707,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB LIASSON 50ML,196.0,58.9,2.0,31246.79,0.69949,0.701218,0.004683,LIASSON / FIANCEE,DAMAS,Inactivo,
8176,202218,PE,CONSULTORA,MASIVO,3683_3975_358583_358583,1,INDIVIDUAL,200101086,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCENTRÉ OLEO 30 ML,140.0,49.9,1.0,6301.18,0.643571,0.643571,0.001082,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR CONGELADO,202112.0
8179,202318,PE,CONSULTORA,MASIVO,1249_1326_34924_34924,2,SET,P0602155125,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,28,CAJA,1,0,,5.0,0.0,1.0,0.0,1.0,0.709418,0.007146,,,,
8184,202401,PE,CONSULTORA,MASIVO,1119_1203_38891_38891,999,VOLUMEN,200082480,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE NIGHT 100ML,160.0,90.0,1.0,9372.16,0.4375,0.7202,0.001032,BLEU INTENSE NIGHT,CABALLEROS,INACTIVO,201504.0
8187,202313,PE,CONSULTORA,MASIVO,2645_3203_16654_16654,3,SET,P0261051006,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,LB LABIAL ULTRA BALM 4G,42.0,15.31,1.0,18508.46,0.635476,0.635366,0.010631,L'BEL,PARA LABIOS,A DESCONTINUAR CONGELADO,202118.0
8197,202404,PE,CONSULTORA,MASIVO,948_1084_56020_56020,999,VOLUMEN,200050957,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB REVE SENSUELLE 50ML,200.0,22.21,1.0,0.0,0.88895,0.835617,0.0,REVE SENSUELLE,DAMAS,ACTIVO,201513.0
8206,202308,PE,CONSULTORA,MASIVO,1440_1567_1418_1418,999,VOLUMEN,200109468,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO CR NUT PM 30+ 50G,190.0,82.9,1.0,2458.75,0.563684,0.563684,0.000256,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR BAJO ANALI,202216.0
8210,202317,PE,CONSULTORA,MASIVO,2623_2850_32460_32460,2,SET,200050981,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB MITHYKA LOC PERF 160ML,90.0,21.03,1.0,463.32,0.766333,0.746483,0.000178,MITHYKA,CUERPO,INACTIVO,201401.0
8219,202315,PE,CONSULTORA,MASIVO,2627_2951_24486_24486,2,SET,200106349,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB MAGNOL AMELIE PERF 45ML,168.0,46.31,1.0,4513.74,0.724345,0.724351,0.000862,MAGNOLIA DAMELIE,DAMAS,A DESCONTINUAR CONGELADO,202207.0
8222,202216,PE,CONSULTORA,MASIVO,3171_4022_347065_347065,2,SET,200103962,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB BOTAN CUERP MACA V2 400ML,83.0,25.87,1.0,7540.56,0.688313,0.688281,0.002504,BOTANOLOGY,CUERPO,ACTIVO,202101.0
8227,202307,PE,CONSULTORA,MASIVO,3607_3768_393625_393625,1,INDIVIDUAL,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,160.0,46.9,1.0,10891.28,0.706875,0.705031,0.001985,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
8228,202216,PE,CONSULTORA,MASIVO,1188_1316_344322_344322,999,VOLUMEN,200076255,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXP RISSANT SH 250ML,42.0,17.95,2.0,6631.66,0.572619,0.572619,0.003174,LIGNE EXPERTE,SHAMPOO,LIQUIDACION CON PLAN,198601.0
8234,202403,PE,CONSULTORA,MASIVO,3326_3557_48641_48641,3,SET,200037781,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB SATIN ROUGE 50ML,200.0,59.9,1.0,355.32,0.7005,0.684888,8.1e-05,IRRESISTIBLE,DAMAS,Inactivo,
8237,202318,PE,CONSULTORA,MASIVO,1236_1313_34911_34911,2,SET,200051086,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,LB ESSENTIAL DEMAQ 125ML,70.0,20.0,1.0,2830.65,0.714286,0.647718,0.001208,ESSENTIAL,PARA ROSTRO,Inactivo,
8239,202311,PE,CONSULTORA,MASIVO,2498_3040_8153_8153,1,INDIVIDUAL,200059602,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCENTRE ROSTRO 50G,315.0,125.9,1.0,19844.43,0.600317,0.600317,0.001342,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR CONGELADO,202305.0
8241,202217,PE,CONSULTORA,MASIVO,1435_1541_350894_350894,999,VOLUMEN,P0602155136,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,3.0,0.0,1.0,0.0,1.0,0.745035,0.003117,,,,
8254,202401,PE,CONSULTORA,MASIVO,2239_2373_40068_40068,3,SET,200101086,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCENTRÉ OLEO 30 ML,154.0,62.84,1.0,213.0,0.591948,0.65687,3.3e-05,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR CONGELADO,202112.0
8264,202311,PE,CONSULTORA,MASIVO,1044_1257_6369_6369,999,VOLUMEN,200110734,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO SUERO RET TER 28ML,152.0,53.3,3.0,17932.49,0.649342,0.649342,0.002864,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR CONGELADO,202308.0
8265,202306,PE,CONSULTORA,MASIVO,3391_4305_388325_388325,2,SET,200072404,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,LB DRY EFFECT DESO ROLL 50ML,26.0,7.0,1.0,5627.64,0.730769,0.556944,0.007,DRY EFFECT 48,DESODORANTES,INACTIVO,201818.0
8271,202213,PE,CONSULTORA,MASIVO,3295_3416_330218_330218,2,SET,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,84.0,31.45,1.0,2078.71,0.625595,0.625625,0.00058,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
8274,202214,PE,CONSULTORA,MASIVO,1199_1332_333515_333515,999,VOLUMEN,200050957,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB REVE SENSUELLE 50ML,194.0,23.64,1.0,12959.65,0.878144,0.806909,0.00491,REVE SENSUELLE,DAMAS,ACTIVO,201513.0
8277,202213,PE,CONSULTORA,MASIVO,3420_3541_330191_330191,2,SET,200083596,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE 80ML,104.0,34.61,1.0,5719.35,0.667212,0.667222,0.001451,DEFENSE TOTAL,CUERPO,DUAL PLANNING,202301.0
8280,202308,PE,CONSULTORA,MASIVO,4179_4462_4404_4404,999,VOLUMEN,200082170,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB NOCTURNE 30ML,144.0,40.27,2.0,136.5,0.720347,0.72038,2.9e-05,NOCTURNE,PARA ROSTRO,ACTIVO,202016.0
8281,202307,PE,CONSULTORA,MASIVO,4093_4319_394263_394263,999,VOLUMEN,200067092,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,LB ESSENTIAL MICELAR 90ML,58.0,24.95,2.0,296.03,0.569828,0.569828,0.000101,HIDRATANTE CALMANTE,PARA ROSTRO,INACTIVO,201401.0
8288,202304,PE,CONSULTORA,MASIVO,2911_3410_377215_377215,1,INDIVIDUAL,200110122,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB EXPERTÉ AC LISO 200 ML,46.0,16.9,1.0,2835.4,0.632609,0.632609,0.001479,EXPERTÉ,ACONDICIONADORES,ACTIVO,202302.0
8298,202218,PE,CONSULTORA,MASIVO,1264_1477_355801_355801,2,SET,200038988,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB SATIN ROUGE MINI 10ML,58.0,16.92,1.0,9034.19,0.708276,0.709786,0.004576,IRRESISTIBLE,DAMAS,INACTIVO,201401.0
8300,202313,PE,CONSULTORA,MASIVO,1094_1197_14616_14616,999,VOLUMEN,200109468,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO CR NUT PM 30+ 50G,198.0,86.9,1.0,9057.72,0.561111,0.561111,0.000916,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR BAJO ANALI,202216.0
8303,202212,PE,CONSULTORA,MASIVO,3164_3281_324065_324065,2,SET,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,84.0,30.0,1.0,7473.63,0.642857,0.656875,0.002207,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
8311,202314,PE,CONSULTORA,MASIVO,1340_1542_18795_18795,2,SET,200107822,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB EXPERTÉ AC DAÑOS 200 ML,46.0,17.9,1.0,4277.94,0.61087,0.609783,0.002082,EXPERTÉ,ACONDICIONADORES,ACTIVO,202302.0
8318,202302,PE,CONSULTORA,MASIVO,1103_1156_365868_365868,999,VOLUMEN,200083596,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE 80ML,104.0,33.72,4.0,172647.93,0.675769,0.675769,0.045433,DEFENSE TOTAL,CUERPO,DUAL PLANNING,202301.0
8323,202207,PE,CONSULTORA,MASIVO,1276_1377_297677_297677,999,VOLUMEN,210095161,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,44,MASCARILLA FACIAL,0,0,LB NOCTURNE MASCARILLA 1 UN,32.0,10.0,1.0,4709.58,0.6875,0.749283,0.004241,NOCTURNE,PARA ROSTRO,ACTIVO,202016.0
8325,202305,PE,CONSULTORA,MASIVO,3123_4022_382529_382529,2,SET,200095864,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB MON L'BEL 40ML,205.0,65.37,1.0,2271.4,0.681122,0.681098,0.000307,MON L'BEL,FEMENINO,ANTES DE APARECER (NUEVO),202510.0
8333,202403,PE,CONSULTORA,MASIVO,1116_1184_45999_45999,1,INDIVIDUAL,P0602155161,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,2.5,2.5,1.0,436.61,0.0,0.0,0.002396,,,,
8335,202216,PE,CONSULTORA,MASIVO,3296_4147_347190_347190,2,SET,200012707,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB LIASSON 50ML,190.0,45.0,1.0,66282.78,0.763158,0.763241,0.012653,LIASSON / FIANCEE,DAMAS,Inactivo,
8337,202403,PE,CONSULTORA,MASIVO,1390_1553_46414_46414,999,VOLUMEN,P0261096002,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,20,BASE,0,0,LB BASE CLARITE ANTIMANCHAS 9G,124.0,52.9,1.0,313.81,0.573387,0.575415,8.1e-05,SOLUTIONS,PARA ROSTRO,ACTIVO,202413.0
8342,202206,PE,CONSULTORA,MASIVO,1304_1419_292869_292869,999,VOLUMEN,200108169,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB SPA COLL CR MAN TE VERD 75G,46.0,13.3,3.0,507.15,0.71087,0.71087,0.000348,SPA COLLECTION,MANOS,LIQUIDACIÓN,202217.0
8351,202214,PE,CONSULTORA,MASIVO,1152_1225_333346_333346,2,SET,200092164,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB BOTANOLOGY LOC REAF 400ML,83.0,28.49,1.0,8593.99,0.656747,0.6568,0.002702,BOTANOLOGY,CUERPO,ACTIVO,202101.0
8355,202213,PE,CONSULTORA,MASIVO,3305_3426_330228_330228,2,SET,200037781,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB SATIN ROUGE 50ML,182.0,56.36,1.0,6734.21,0.69033,0.69031,0.001049,IRRESISTIBLE,DAMAS,Inactivo,
8364,202309,PE,CONSULTORA,MASIVO,3276_3969_405071_405071,999,VOLUMEN,200083596,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE 80ML,108.0,42.25,2.0,71.61,0.608796,0.608796,1.5e-05,DEFENSE TOTAL,CUERPO,DUAL PLANNING,202301.0
8370,202313,PE,CONSULTORA,MASIVO,1079_1147_14564_14564,999,VOLUMEN,200105335,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB LIVE POLO PARFUM 100 ML,168.0,38.74,4.0,14051.24,0.769405,0.772118,0.003189,LIVE POLO,MASCULINO,ACTIVO,202115.0
8392,202308,PE,CONSULTORA,MASIVO,4244_5048_4990_4990,999,VOLUMEN,P0280092004,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,LB MASCARA MULTIEXTENSE 9G,69.0,30.3,3.0,154.06,0.56087,0.56087,4.4e-05,L'BEL,PARA OJOS,A DESCONTINUAR CONGELADO,201806.0
8393,202316,PE,CONSULTORA,MASIVO,1183_1241_26524_26524,2,SET,200112559,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB MON LOCION PERFUM 160ML,90.0,40.0,1.0,6373.2,0.555556,0.668106,0.001329,MON L'BEL,CUERPO,ACTIVO,201401.0
8395,202315,PE,CONSULTORA,MASIVO,1126_1189_22692_22692,999,VOLUMEN,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,96.0,39.9,1.0,3414.81,0.584375,0.584375,0.000757,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
8398,202309,PE,CONSULTORA,MASIVO,1118_1206_401669_401669,999,VOLUMEN,200088458,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB LIVE INTENSE 100ML,168.0,48.3,1.0,12156.21,0.7125,0.7125,0.002273,LIVE ADVENTURE,CABALLEROS,INACTIVO,202007.0
8401,202403,PE,CONSULTORA,MASIVO,5278_5516_53139_53139,999,VOLUMEN,200012707,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB LIASSON 50ML,205.0,44.9,3.0,16095.18,0.780976,0.780976,0.00492,LIASSON / FIANCEE,DAMAS,Inactivo,
8402,202314,PE,CONSULTORA,MASIVO,2781_3246_20731_20731,1,INDIVIDUAL,200101369,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA ELIXIR PARFUM 50 ML,176.0,74.9,1.0,507.76,0.574432,0.561133,5.9e-05,MITHYKA ELIXIR,DAMAS,ACTIVO,202107.0
8404,202403,PE,CONSULTORA,MASIVO,1274_1342_46157_46157,2,SET,200072406,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LBEL HOMME SHAMPOO 250ML,42.0,10.0,1.0,821.6,0.761905,0.624883,0.001128,L'BEL HOMME,SHAMPOO,ACTIVO,201401.0
8409,202316,PE,CONSULTORA,MASIVO,1248_1306_26605_26605,999,VOLUMEN,200105074,10,COSMETICOS,A,LBEL,FRAGANCIAS,12,MUESTRAS COSMETICOS,1,COLONIA Y O EAU DE TOILETE,0,0,LB LIVE POLO PROB 2 ML,5.04,1.5,1.0,6.35,0.702381,0.914985,3.5e-05,LIVE POLO,FRAGANCIAS,ACTIVO,202115.0
8410,202216,PE,CONSULTORA,MASIVO,1188_1315_344321_344321,999,VOLUMEN,200074303,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB LIGNE EXP ALISSANT AC 250ML,42.0,19.9,1.0,775.56,0.52619,0.52619,0.000335,LIGNE EXPERTE,ACONDICIONADORES,LIQUIDACION CON PLAN,198601.0
8411,202313,PE,CONSULTORA,MASIVO,1079_1147_14564_14564,999,VOLUMEN,200111319,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB FLEUR PARFUM 50 ML,168.0,38.74,2.0,7025.62,0.769405,0.772118,0.001594,FLEUR,DAMAS,ACTIVO,202312.0
